gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,id
1,6,2,4,18,3,,15,14,89.0,0,0.64,0,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,7.0,8.0,6.0,8.0,5.0,2.0,26.0,Computer Science,5.0,,,,3.0,3.0,6.0,Argentina,"10,027",,1.0,7.0,1.0,Academic or Research staff,2.0,5.0,8.0,7.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0,3.0,8.0,9.0,8.0,7.0,7.0,3.0,7.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,,,,,,,20.0,25.0,15.0,20.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,,,,,,6.0,7.0,7.0,7.0,7.0,,7.0,7.0,2.0,4.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,15.0,20.0,15.0,20.0,15.0,15.0,,,,,,,,,,,,,7.0,9.0,9.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210
1,25,2,19,15,8,11.0,14,9,474.0,0,-0.21,0,30.0,1.0,15.0,20.0,10.0,30.0,5.0,20.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,10.0,2.0,20.0,Public Administration,13.0,University of the Philippines,,,4.0,1.0,1.0,Philippines,"1,128",,5.0,6.0,5.0,politics,13.0,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,6.0,10.0,,30.0,10.0,10.0,30.0,10.0,10.0,30.0,20.0,10.0,30.0,5.0,5.0,25.0,25.0,10.0,20.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,9.0,6.0,7.0,10.0,9.0,6.0,5.0,9.0,4.0,0.0,1.0,10.0,7.0,7.0,10.0,7.0,10.0,7.0,7.0,7.0,9.0,2.0,8.0,3.0,3.0,30.0,15.0,15.0,30.0,5.0,5.0,30.0,15.0,15.0,30.0,5.0,5.0,25.0,15.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,15.0,15.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6106
1,18,1,13,10,6,6.0,4,4,325.0,0,,0,30.0,3.0,10.0,20.0,20.0,10.0,10.0,30.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,6.0,8.0,10.0,5.0,7.0,5.0,0.0,1.0,,,,,,,,,,,,6.0,3.0,3.0,,,,,,,40.0,10.0,20.0,20.0,10.0,0.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,0.0,10.0,20.0,30.0,0.0,7.0,5.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4293
0,29,2,4,18,4,,5,18,111.0,0,0.74,1,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,8.0,5.0,4.0,5.0,7.0,6.0,5.0,2.0,23.0,Chemistry,10.0,,,,4.0,4.0,1.0,P. R. China,"300,151",,2.0,7.0,7.0,I don't know,10.0,8.0,9.0,6.0,5.0,8.0,9.0,6.0,3.0,1.0,10.0,6.0,7.0,8.0,7.0,6.0,4.0,1.0,5.0,0.0,15.0,21.0,18.0,18.0,10.0,18.0,,,,,,,10.0,25.0,15.0,15.0,10.0,25.0,5.0,8.0,5.0,7.0,5.0,,,,,,6.0,9.0,7.0,6.0,6.0,8.0,5.0,4.0,2.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,15.0,20.0,20.0,15.0,10.0,20.0,,,,,,,,,,,,,3.0,7.0,8.0,6.0,2.0,,,,,,0.0,0.0,0.0,,,10.0,20.0,20.0,20.0,10.0,20.0,,,,,,,,,,,,,,,,,,,6.0,6.0,8.0,6.0,4.0,,,,,,8333
1,22,2,2,19,3,,4,3,23.0,0,0.05,0,21.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,6.0,6.0,7.0,8.0,8.0,7.0,7.0,5.0,2.0,27.0,Law,1.0,,,,1.0,4.0,4.0,Houston,"77,026","12,063.00",6.0,6.0,2.0,lawyer,1.0,10.0,10.0,3.0,8.0,5.0,3.0,4.0,3.0,10.0,5.0,6.0,8.0,10.0,7.0,10.0,6.0,2.0,5.0,7.0,35.0,10.0,20.0,15.0,10.0,10.0,,,,,,,60.0,10.0,5.0,5.0,10.0,10.0,8.0,9.0,9.0,10.0,8.0,,,,,,5.0,,7.0,6.0,,,7.0,,2.0,5.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,75.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,7.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964
1,10,2,9,20,12,19.0,14,9,202.0,0,-0.03,1,22.0,2.0,15.38,19.23,19.23,19.23,15.38,11.54,6.0,8.0,9.0,6.0,8.0,7.0,6.0,5.0,2.0,24.0,Physics,10.0,,,,2.0,9.0,5.0,Russia/Germany,"80,798",,1.0,4.0,2.0,Researcher,2.0,9.0,3.0,5.0,7.0,9.0,10.0,7.0,3.0,7.0,5.0,1.0,5.0,7.0,8.0,8.0,6.0,1.0,3.0,,20.51,5.13,23.08,12.82,17.95,20.51,10.0,5.0,2.0,4.0,2.0,4.0,17.39,19.57,15.22,19.57,15.22,13.04,7.0,6.0,3.0,10.0,10.0,,,,,,6.0,6.0,8.0,5.0,5.0,6.0,5.0,5.0,2.0,,16.67,4.76,23.81,11.9,23.81,19.05,7.0,5.0,10.0,3.0,10.0,4.0,3.0,2.0,,,,,,,20.0,5.0,22.5,12.5,20.0,20.0,10.0,5.0,4.0,6.0,4.0,4.0,17.95,17.95,17.95,20.51,12.82,12.82,7.0,4.0,10.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328
1,2,1,3,10,4,,6,2,57.0,0,0.23,0,22.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,29.0,Business & International Affairs,8.0,,,,3.0,1.0,1.0,Mexico,"11,000",,2.0,6.0,4.0,Private Equity Investing,7.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,,,,,,,15.0,20.0,20.0,20.0,10.0,15.0,6.0,7.0,7.0,8.0,8.0,,,,,,4.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,4.0,1.0,3.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,6.0,7.0,10.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7666
1,10,2,12,14,7,7.0,6,7,300.0,0,0.54,1,35.0,2.0,15.0,20.0,25.0,15.0,15.0,10.0,8.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,2.0,23.0,Museum Anthropology,15.0,Brown,"1,400.00","27,395.00",2.0,3.0,1.0,NYC,"10,025","33,772.00",2.0,4.0,2.0,Museum Work (Curation?),6.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,5.0,,25.0,5.0,30.0,15.0,5.0,20.0,50.0,0.0,10.0,25.0,0.0,15.0,25.0,20.0,10.0,20.0,15.0,10.0,8.0,7.0,7.0,9.0,9.0,9.0,10.0,8.0,5.0,9.0,4.0,6.0,6.0,4.0,4.0,2.0,3.0,5.0,0.0,2.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,30.0,10.0,20.0,15.0,10.0,15.0,40.0,10.0,10.0,15.0,10.0,15.0,35.0,15.0,15.0,10.0,10.0,15.0,8.0,7.0,9.0,7.0,8.0,8.0,9.0,8.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7660
1,36,2,9,20,15,8.0,8,15,208.0,1,0.62,0,25.0,1.0,11.54,13.46,19.23,19.23,19.23,17.31,5.0,9.0,9.0,7.0,8.0,7.0,6.0,5.0,2.0,30.0,International Affairs,13.0,,,,3.0,1.0,1.0,"Los Angeles, CA","92,024","46,153.00",1.0,6.0,3.0,International affairs related career,9.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,18.6,20.93,23.26,23.26,2.33,11.63,9.0,3.0,4.0,9.0,8.0,8.0,18.18,11.36,15.91,18.18,20.45,15.91,8.0,8.0,8.0,9.0,3.0,,,,,,8.0,8.0,7.0,9.0,6.0,7.0,8.0,8.0,,,18.42,21.05,21.05,15.79,10.53,13.16,7.0,8.0,7.0,8.0,5.0,5.0,1.0,1.0,,,,,,,18.42,21.05,21.05,18.42,10.53,10.53,9.0,6.0,6.0,8.0,7.0,7.0,15.56,15.56,17.78,17.78,17.78,15.56,7.0,7.0,8.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526
0,3,2,19,15,10,11.0,1,13,493.0,0,-0.01,0,20.0,4.0,30.0,10.0,10.0,30.0,10.0,10.0,9.0,8.0,9.0,8.0,,5.0,6.0,2.0,2.0,24.0,Consulting,8.0,"Columbia College, CU","1,430.00","26,908.00",2.0,7.0,4.0,"CT, FL, TN","10,006","21,488.00",6.0,2.0,1.0,"Consulting, later Arts or Non-Profit",7.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,,20.0,20.0,20.0,20.0,20.0,0.0,50.0,10.0,20.0,15.0,5.0,0.0,60.0,5.0,15.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,10.0,8.0,10.0,9.0,8.0,7.0,5.0,0.0,4.0,,,,,,,,,,,,3.0,3.0,3.0,20.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,0.0,30.0,10.0,20.0,15.0,10.0,15.0,40.0,10.0,15.0,15.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,,,20.0,20.0,20.0,20.0,20.0,0.0,0.0,25.0,30.0,15.0,15.0,15.0,30.0,15.0,15.0,15.0,10.0,15.0,40.0,10.0,15.0,15.0,10.0,10.0,7.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,4974
0,5,2,17,14,11,11.0,9,1,440.0,0,0.03,1,21.0,2.0,35.0,5.0,30.0,20.0,5.0,5.0,7.0,7.0,8.0,5.0,7.0,2.0,7.0,4.0,2.0,28.0,Social Work,11.0,Oberlin College,"1,340.00","26,580.00",2.0,1.0,1.0,"Hastings-on-Hudson, NY","10,706","60,000.00",4.0,6.0,3.0,Social Worker,11.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,4.0,,15.0,30.0,30.0,10.0,10.0,5.0,20.0,0.0,25.0,15.0,25.0,15.0,25.0,10.0,25.0,15.0,20.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,9.0,9.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0,2.0,5.0,15.0,30.0,20.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,3.0,30.0,10.0,10.0,40.0,10.0,0.0,30.0,20.0,20.0,30.0,0.0,0.0,40.0,5.0,20.0,20.0,10.0,5.0,40.0,0.0,25.0,25.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624
0,19,2,21,22,6,6.0,10,15,545.0,0,-0.12,1,24.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,6.0,6.0,9.0,8.0,4.0,8.0,7.0,2.0,23.0,Theater,15.0,University of California at Santa Barbara,"1,200.00","14,915.00",2.0,2.0,1.0,San Diego,"92,028","35,627.00",5.0,7.0,2.0,Actress,6.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,2.0,,20.0,25.0,25.0,30.0,5.0,5.0,30.0,20.0,15.0,20.0,5.0,10.0,35.0,10.0,10.0,30.0,5.0,10.0,6.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,5.0,1.0,5.0,5.0,0.0,2.0,,,,,,,,,,,,6.0,3.0,2.0,30.0,10.0,30.0,25.0,0.0,5.0,25.0,20.0,30.0,25.0,5.0,5.0,30.0,20.0,20.0,20.0,5.0,5.0,30.0,10.0,10.0,40.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560
0,9,2,19,15,13,14.0,6,7,487.0,0,0.5,1,24.0,4.0,25.0,26.0,15.0,10.0,9.0,15.0,7.0,4.0,7.0,4.0,8.0,2.0,5.0,2.0,2.0,29.0,medicine,4.0,harvard,"1,400.00","26,019.00",4.0,1.0,1.0,south carolina,"29,571","18,619.00",1.0,4.0,2.0,medicine,4.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,10.0,6.0,6.0,10.0,1.0,4.0,,10.0,20.0,25.0,25.0,10.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,4.0,9.0,5.0,8.0,6.0,4.0,9.0,8.0,5.0,6.0,2.0,6.0,7.0,2.0,2.0,2.0,4.0,3.0,0.0,4.0,6.0,6.0,9.0,8.0,2.0,2.0,5.0,8.0,8.0,5.0,5.0,2.0,3.0,2.0,35.0,10.0,25.0,10.0,5.0,15.0,20.0,15.0,30.0,20.0,10.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,60.0,10.0,5.0,15.0,5.0,5.0,4.0,7.0,7.0,7.0,9.0,3.0,9.0,9.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2905
1,22,2,11,21,20,20.0,1,18,269.0,1,0.17,0,24.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,7.0,10.0,7.0,6.0,9.0,3.0,7.0,9.0,2.0,27.0,Electrical Engg.,5.0,"REC, Rourkela",,,4.0,1.0,1.0,Boston,"1,851",,1.0,4.0,2.0,Industry CTO/CEO,7.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,5.0,,50.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,6.0,9.0,0.0,1.0,30.0,10.0,30.0,10.0,10.0,10.0,7.0,4.0,7.0,7.0,7.0,6.0,1.0,2.0,,,,,,,30.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,6.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710
0,3,1,16,8,8,8.0,4,3,424.0,0,-0.55,0,24.0,4.0,17.0,16.0,17.0,17.0,17.0,16.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,2.0,29.0,Psychology,3.0,University of Heidelberg,,,2.0,1.0,1.0,Greece/Germany,,,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,5.0,,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,20.0,15.0,20.0,25.0,10.0,10.0,20.0,15.0,20.0,7.0,8.0,4.0,8.0,8.0,7.0,8.0,8.0,4.0,8.0,4.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,2.0,3.0,15.0,15.0,15.0,15.0,10.0,30.0,7.0,9.0,8.0,6.0,9.0,7.0,1.0,1.0,20.0,15.0,15.0,10.0,10.0,20.0,20.0,15.0,15.0,10.0,10.0,30.0,20.0,15.0,10.0,15.0,10.0,30.0,20.0,15.0,10.0,15.0,10.0,30.0,7.0,9.0,8.0,4.0,9.0,7.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815
0,15,2,4,18,12,,5,15,108.0,0,0.83,0,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,6.0,7.0,5.0,7.0,6.0,4.0,6.0,5.0,2.0,35.0,Economics,8.0,,,,3.0,1.0,5.0,Panama,"10,019",,2.0,6.0,1.0,Economic research,7.0,5.0,1.0,3.0,5.0,7.0,8.0,3.0,1.0,6.0,8.0,3.0,7.0,8.0,7.0,8.0,4.0,7.0,6.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,,,,,,,15.0,25.0,10.0,15.0,10.0,25.0,5.0,9.0,9.0,5.0,5.0,,,,,,5.0,7.0,9.0,6.0,7.0,5.0,5.0,4.0,2.0,0.0,,,,,,,,,,,,2.0,3.0,3.0,,,,,,,10.0,25.0,20.0,15.0,10.0,20.0,,,,,,,,,,,,,5.0,10.0,8.0,9.0,7.0,,,,,,0.0,0.0,0.0,,,10.0,30.0,25.0,5.0,15.0,15.0,,,,,,,,,,,,,,,,,,,6.0,10.0,8.0,9.0,7.0,,,,,,3980
1,32,2,9,20,13,6.0,8,12,205.0,0,0.55,1,23.0,2.0,15.38,17.31,19.23,19.23,11.54,17.31,10.0,8.0,6.0,5.0,9.0,5.0,5.0,2.0,2.0,28.0,biomedicine,10.0,,,,2.0,7.0,1.0,New York,"11,354","30,146.00",1.0,6.0,3.0,CEO in For Profit Biomedical Organization,7.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,8.0,7.0,5.0,10.0,10.0,,,,,,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,6.0,21.62,21.62,24.32,16.22,8.11,8.11,8.0,8.0,9.0,6.0,10.0,4.0,1.0,3.0,,,,,,,22.73,15.91,22.73,15.91,11.36,11.36,10.0,5.0,5.0,10.0,5.0,5.0,17.78,11.11,17.78,20.0,22.22,11.11,8.0,8.0,10.0,5.0,10.0,,,,,,2.0,0.0,0.0,0.0,,17.39,21.74,21.74,10.87,17.39,10.87,,,,,,,10.0,3.0,3.0,10.0,1.0,1.0,7.0,8.0,9.0,7.0,9.0,,9.0,7.0,12.0,5.0,9.0,,,,,,1206
0,33,2,9,20,1,1.0,3,5,218.0,0,0.56,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,4.0,4.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,29.0,Ecology,10.0,,,,2.0,10.0,4.0,Atlanta,"30,345","46,800.00",2.0,6.0,3.0,scientific research,2.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0,5.0,,20.0,15.56,20.0,15.56,11.11,17.78,9.0,8.0,4.0,8.0,4.0,9.0,25.0,22.22,13.89,13.89,2.78,22.22,8.0,8.0,6.0,9.0,9.0,,,,,,6.0,10.0,,,,,2.0,1.0,2.0,1.0,25.64,10.26,15.38,20.51,10.26,17.95,8.0,8.0,7.0,8.0,7.0,4.0,1.0,2.0,,,,,,,20.0,15.56,17.78,17.78,11.11,17.78,9.0,5.0,5.0,8.0,3.0,7.0,27.03,13.51,13.51,21.62,8.11,16.22,7.0,7.0,6.0,6.0,6.0,,,,,,0.0,1.0,0.0,0.0,,22.5,15.0,15.0,12.5,15.0,20.0,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,4.0,9.0,4.0,,7.0,6.0,8.0,6.0,6.0,,,,,,607
1,8,2,11,21,5,5.0,4,7,258.0,1,0.1,0,25.0,6.0,7.0,35.0,20.0,20.0,5.0,13.0,7.0,10.0,10.0,6.0,3.0,9.0,8.0,8.0,2.0,26.0,Molecular Biology,10.0,UC Berkeley,"1,309.00","15,162.00",2.0,7.0,3.0,"New Hope, PA","18,977","80,608.00",2.0,4.0,1.0,Academia,2.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,,24.0,16.0,28.0,14.0,8.0,10.0,25.0,13.0,11.0,23.0,13.0,15.0,25.0,18.0,11.0,18.0,23.0,5.0,7.0,6.0,7.0,10.0,8.0,5.0,6.0,9.0,6.0,7.0,6.0,10.0,9.0,8.0,8.0,5.0,7.0,5.0,0.0,9.0,25.0,15.0,15.0,20.0,5.0,20.0,7.0,8.0,9.0,7.0,7.0,6.0,1.0,2.0,,,,,,,25.0,15.0,20.0,20.0,5.0,15.0,25.0,10.0,10.0,25.0,15.0,15.0,25.0,15.0,15.0,20.0,20.0,5.0,7.0,6.0,8.0,7.0,8.0,6.0,5.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,,25.0,15.0,25.0,15.0,5.0,15.0,25.0,15.0,20.0,20.0,5.0,15.0,30.0,10.0,15.0,20.0,5.0,20.0,20.0,20.0,10.0,15.0,20.0,15.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,6.0,7.0,4592
0,23,2,14,18,12,12.0,5,18,378.0,0,0.16,0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,7.0,9.0,7.0,6.0,5.0,5.0,7.0,6.0,2.0,29.0,Music Education,9.0,Berklee College Of Music,,"17,715.00",6.0,6.0,6.0,Taiwan,"2,115",,2.0,4.0,3.0,Artist,6.0,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,9.0,,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,15.0,15.0,20.0,20.0,15.0,10.0,15.0,20.0,9.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,0.0,5.0,,,,,,,,,,,,8.0,1.0,1.0,,,,,,,20.0,20.0,10.0,15.0,10.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,6.0,10.0,7.0,8.0,7.0,6.0,9.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5668
1,14,2,19,15,3,9.0,11,1,466.0,0,0.46,0,24.0,2.0,10.0,20.0,20.0,15.0,20.0,15.0,1.0,2.0,5.0,1.0,,0.0,1.0,1.0,2.0,24.0,Classics,6.0,Harvard University,"1,400.00","26,019.00",4.0,1.0,1.0,New Jersey,"7,733",,1.0,5.0,3.0,Professor...?,2.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,5.0,9.0,6.0,10.0,6.0,2.0,5.0,,25.0,26.0,15.0,10.0,9.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,9.0,6.0,8.0,5.0,6.0,7.0,7.0,5.0,5.0,7.0,6.0,8.0,5.0,7.0,2.0,7.0,4.0,0.0,2.0,5.0,8.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,5.0,6.0,5.0,1.0,3.0,15.0,20.0,15.0,20.0,15.0,15.0,20.0,20.0,15.0,20.0,5.0,20.0,20.0,15.0,15.0,15.0,20.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,6.0,5.0,6.0,9.0,8.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298
